Date/Time,ETR (Wh/m^2),Electricity:Facility [kW](Hourly),Normalized Solar Energy [kWh],Normalized SE2
 08/04  18:00:00,392,1.4997194404,0.98,0.109
 08/04  19:00:00,152,1.5261926618,0.38,0.106
 08/04  20:00:00,3,1.6610810225,0.0075,0.09
 08/04  21:00:00,0,1.6908998828,0,0.099
 08/04  22:00:00,0,1.2742852633,0,0.159
 08/04  23:00:00,0,0.9244107541,0,0.215
 08/04  24:00:00,0,0.6252546188,0,0.249
 08/05  01:00:00,0,0.5115175149,0,0.212
 08/05  02:00:00,0,0.4581926442,0,0.198
 08/05  03:00:00,0,0.4453945051,0,0.166
 08/05  04:00:00,0,0.4453240193,0,0.099
 08/05  05:00:00,2,0.4949453987,0.005,0.078
 08/05  06:00:00,140,0.6498793523,0.35,0.103
 08/05  07:00:00,380,0.8720722449,0.95,0.143
 08/05  08:00:00,614,0.8204230982,1.535,0.129
 08/05  09:00:00,825,0.7548302274,2.0625,0.09
 08/05  10:00:00,997,0.764596741,2.4925,0.053
 08/05  11:00:00,1119,0.7805537626,2.7975,0.049
 08/05  12:00:00,1183,0.7606781828,2.9575,0.09
 08/05  13:00:00,1184,0.7347690921,2.96,0.138
 08/05  14:00:00,1123,0.7609154308,2.8075,0.121
 08/05  15:00:00,1002,0.981641299,2.505,0.101
 08/05  16:00:00,831,1.2148366159,2.0775,0.116
 08/05  17:00:00,622,1.5898623817,1.555,0.097
 08/05  18:00:00,388,1.6379672506,0.97,0.08
 08/05  19:00:00,147,1.6469038465,0.3675,0.028
 08/05  20:00:00,2,1.8133962984,0.005,0.025
 08/05  21:00:00,0,1.9069437093,0,0.016
 08/05  22:00:00,0,1.4649520442,0,0.016
 08/05  23:00:00,0,1.0447955708,0,0.026
 08/05  24:00:00,0,0.6318283019,0,0.033
 08/06  01:00:00,0,0.5115175149,0,0.032
 08/06  02:00:00,0,0.4581926442,0,0.031
 08/06  03:00:00,0,0.4453945051,0,0.03
 08/06  04:00:00,0,0.4453240193,0,0.023
 08/06  05:00:00,1,0.4949453987,0.0025,0.018
 08/06  06:00:00,136,0.6498793523,0.34,0.014
 08/06  07:00:00,377,0.8720722449,0.9425,0.012
 08/06  08:00:00,611,0.8204230982,1.5275,0.007
 08/06  09:00:00,822,0.7548302274,2.055,0.007
 08/06  10:00:00,994,0.764596741,2.485,0.013
 08/06  11:00:00,1117,0.7805537626,2.7925,0.035
 08/06  12:00:00,1181,0.7606781828,2.9525,0.045
 08/06  13:00:00,1182,0.8280579541,2.955,0.067
 08/06  14:00:00,1120,0.9692841354,2.8,0.08
 08/06  15:00:00,999,1.1472763204,2.4975,0.101
 08/06  16:00:00,828,1.3464048142,2.07,0.085
 08/06  17:00:00,618,1.6135165306,1.545,0.094
 08/06  18:00:00,383,1.66808003,0.9575,0.07
 08/06  19:00:00,143,1.6702817879,0.3575,0.06
 08/06  20:00:00,2,1.80526953,0.005,0.05
 08/06  21:00:00,0,1.8583886844,0,0.051
 08/06  22:00:00,0,1.4179650092,0,0.054
 08/06  23:00:00,0,0.9906111248,0,0.053
 08/06  24:00:00,0,0.6318283019,0,0.066
 08/07  01:00:00,0,0.5075704909,0,0.063
 08/07  02:00:00,0,0.4555814057,0,0.073
 08/07  03:00:00,0,0.4440291009,0,0.088
 08/07  04:00:00,0,0.4426528637,0,0.136
 08/07  05:00:00,1,0.4908487061,0.0025,0.167
 08/07  06:00:00,133,0.6392538401,0.3325,0.171
 08/07  07:00:00,373,0.850910883,0.9325,0.149
 08/07  08:00:00,608,0.7879857973,1.52,0.151
 08/07  09:00:00,819,0.709799169,2.0475,0.123
 08/07  10:00:00,992,0.7136805117,2.48,0.086
 08/07  11:00:00,1114,0.7280650031,2.785,0.062
 08/07  12:00:00,1178,0.7128676767,2.945,0.086
 08/07  13:00:00,1179,0.6911810596,2.9475,0.121
 08/07  14:00:00,1117,0.6821953768,2.7925,0.121
 08/07  15:00:00,996,0.7630316176,2.49,0.138
 08/07  16:00:00,824,0.9794487914,2.06,0.174
 08/07  17:00:00,614,1.2519570538,1.535,0.196
 08/07  18:00:00,379,1.3258213102,0.9475,0.251
 08/07  19:00:00,138,1.3957832217,0.345,0.315
 08/07  20:00:00,1,1.6250340415,0.0025,0.346
 08/07  21:00:00,0,1.7362402378,0,0.396
 08/07  22:00:00,0,1.3524689123,0,0.539
 08/07  23:00:00,0,0.9316259345,0,0.676
 08/07  24:00:00,0,0.6252546188,0,0.658
 08/08  01:00:00,0,0.5075704909,0,0.671
 08/08  02:00:00,0,0.4555814057,0,0.723
 08/08  03:00:00,0,0.4440291009,0,0.759
 08/08  04:00:00,0,0.4426528637,0,0.727
 08/08  05:00:00,1,0.4908487061,0.0025,0.704
 08/08  06:00:00,129,0.6392538401,0.3225,0.606
 08/08  07:00:00,370,0.850910883,0.925,0.454
 08/08  08:00:00,605,0.7879857973,1.5125,0.236
 08/08  09:00:00,816,0.709799169,2.04,0.14
 08/08  10:00:00,989,0.7136805117,2.4725,0.088
 08/08  11:00:00,1112,0.7280650031,2.78,0.053
 08/08  12:00:00,1176,0.7128676767,2.94,0.047
 08/08  13:00:00,1177,0.722187619,2.9425,0.051
 08/08  14:00:00,1114,0.8795702448,2.785,0.077
 08/08  15:00:00,993,1.1064717291,2.4825,0.128
 08/08  16:00:00,821,1.3461439071,2.0525,0.179
 08/08  17:00:00,610,1.6521701155,1.525,0.214
 08/08  18:00:00,375,1.7327789264,0.9375,0.336
 08/08  19:00:00,133,1.7096470794,0.3325,0.424
 08/08  20:00:00,1,1.8156829605,0.0025,0.495
 08/08  21:00:00,0,1.9110890397,0,0.657
 08/08  22:00:00,0,1.4165172646,0,0.865
 08/08  23:00:00,0,0.9597625045,0,1.055
 08/08  24:00:00,0,0.6252546188,0,1.13
 08/09  01:00:00,0,0.5075704909,0,1.214
 08/09  02:00:00,0,0.4555814057,0,1.218
 08/09  03:00:00,0,0.4440291009,0,1.09
 08/09  04:00:00,0,0.4426528637,0,1.057
 08/09  05:00:00,0,0.4908487061,0,0.976
 08/09  06:00:00,125,0.6392538401,0.3125,0.935
 08/09  07:00:00,366,0.850910883,0.915,0.899
 08/09  08:00:00,602,0.7879857973,1.505,0.829
 08/09  09:00:00,814,0.709799169,2.035,0.722
 08/09  10:00:00,987,0.7136805117,2.4675,0.678
 08/09  11:00:00,1109,0.7280650031,2.7725,0.729
 08/09  12:00:00,1173,0.7128676767,2.9325,0.869
 08/09  13:00:00,1174,0.7330323323,2.935,0.944
 08/09  14:00:00,1111,0.9435804776,2.7775,0.995
 08/09  15:00:00,989,1.1730128578,2.4725,1.093
 08/09  16:00:00,817,1.4132185808,2.0425,1.11
 08/09  17:00:00,606,1.8094818051,1.515,1.227
 08/09  18:00:00,370,1.8396489242,0.925,1.452
 08/09  19:00:00,128,1.7824084399,0.32,1.451
 08/09  20:00:00,0,1.8526065207,0,1.433
 08/09  21:00:00,0,1.8720743759,0,1.414
 08/09  22:00:00,0,1.45118693,0,1.196
 08/09  23:00:00,0,0.9749878275,0,1.21
 08/09  24:00:00,0,0.6252546188,0,1.21
 08/10  01:00:00,0,0.5075704909,0,1.032
 08/10  02:00:00,0,0.4555814057,0,0.898
 08/10  03:00:00,0,0.4440291009,0,0.78
 08/10  04:00:00,0,0.4426528637,0,0.745
 08/10  05:00:00,0,0.4908487061,0,0.626
 08/10  06:00:00,121,0.6392538401,0.3025,0.55
 08/10  07:00:00,363,0.850910883,0.9075,0.495
 08/10  08:00:00,599,0.7879857973,1.4975,0.412
 08/10  09:00:00,811,0.709799169,2.0275,0.331
 08/10  10:00:00,984,0.7136805117,2.46,0.349
 08/10  11:00:00,1107,0.7280650031,2.7675,0.383
 08/10  12:00:00,1171,0.7526578431,2.9275,0.428
 08/10  13:00:00,1171,0.904018144,2.9275,0.488
 08/10  14:00:00,1108,1.0920775239,2.77,0.543
 08/10  15:00:00,986,1.2360946028,2.465,0.529
 08/10  16:00:00,813,1.418654727,2.0325,0.605
 08/10  17:00:00,601,1.752458686,1.5025,0.655
 08/10  18:00:00,365,1.7954601063,0.9125,0.649
 08/10  19:00:00,123,1.7901509145,0.3075,0.655
 08/10  20:00:00,0,1.9352638677,0,0.632
 08/10  21:00:00,0,1.9846409939,0,0.665
 08/10  22:00:00,0,1.5628990824,0,0.752
 08/10  23:00:00,0,1.1432691578,0,0.91
 08/10  24:00:00,0,0.7137882178,0,0.913
 08/11  01:00:00,0,0.5075704909,0,0.926
 08/11  02:00:00,0,0.4555814057,0,0.88
 08/11  03:00:00,0,0.4440291009,0,0.932
 08/11  04:00:00,0,0.4426528637,0,1.005
 08/11  05:00:00,0,0.4908487061,0,0.965
 08/11  06:00:00,118,0.6392538401,0.295,0.887
 08/11  07:00:00,359,0.850910883,0.8975,0.748
 08/11  08:00:00,596,0.7879857973,1.49,0.617
 08/11  09:00:00,808,0.709799169,2.02,0.492
 08/11  10:00:00,981,0.7149289481,2.4525,0.452
 08/11  11:00:00,1104,0.7422955857,2.76,0.368
 08/11  12:00:00,1168,0.8402621227,2.92,0.323
 08/11  13:00:00,1168,0.9094038311,2.92,0.346
 08/11  14:00:00,1105,0.9771600966,2.7625,0.339
 08/11  15:00:00,982,1.0014509432,2.455,0.288
 08/11  16:00:00,809,1.2132010315,2.0225,0.285
 08/11  17:00:00,597,1.532979157,1.4925,0.29
 08/11  18:00:00,360,1.6084628111,0.9,0.275
 08/11  19:00:00,118,1.5829463275,0.295,0.228
 08/11  20:00:00,0,1.4974198272,0,0.196
 08/11  21:00:00,0,1.5202917404,0,0.204
 08/11  22:00:00,0,1.3253707554,0,0.205
 08/11  23:00:00,0,0.9458148151,0,0.279
 08/11  24:00:00,0,0.6252546188,0,0.362
 08/12  01:00:00,0,0.4887620446,0,0.396
 08/12  02:00:00,0,0.4430382305,0,0.443
 08/12  03:00:00,0,0.4373468844,0,0.512
 08/12  04:00:00,0,0.430125855,0,0.51
 08/12  05:00:00,0,0.4707999077,0,0.517
 08/12  06:00:00,114,0.5882679067,0.285,0.472
 08/12  07:00:00,356,0.7510515847,0.89,0.489
 08/12  08:00:00,592,0.6330849715,1.48,0.428
 08/12  09:00:00,805,0.4973854708,2.0125,0.27
 08/12  10:00:00,979,0.4763505226,2.4475,0.214
 08/12  11:00:00,1101,0.4851229238,2.7525,0.176
 08/12  12:00:00,1165,0.4920088383,2.9125,0.194
 08/12  13:00:00,1165,0.4883663699,2.9125,0.211
 08/12  14:00:00,1102,0.5007823643,2.755,0.242
 08/12  15:00:00,979,0.5357082682,2.4475,0.302
 08/12  16:00:00,805,0.7240020897,2.0125,0.306
 08/12  17:00:00,592,0.9588926638,1.48,0.341
 08/12  18:00:00,355,1.087485245,0.8875,0.475
 08/12  19:00:00,113,1.0941318923,0.2825,0.424
 08/12  20:00:00,0,1.2154035324,0,0.479
 08/12  21:00:00,0,1.3497765209,0,0.57
 08/12  22:00:00,0,1.0831571493,0,0.725
 08/12  23:00:00,0,0.8497368159,0,0.811
 08/12  24:00:00,0,0.5932618918,0,0.89
 08/13  01:00:00,0,0.4887620446,0,0.897
 08/13  02:00:00,0,0.4430382305,0,0.919
 08/13  03:00:00,0,0.4373468844,0,0.86
 08/13  04:00:00,0,0.430125855,0,0.837
 08/13  05:00:00,0,0.4707999077,0,0.797
 08/13  06:00:00,110,0.5882679067,0.275,0.719
 08/13  07:00:00,352,0.7510515847,0.88,0.486
 08/13  08:00:00,589,0.6330849715,1.4725,0.3
 08/13  09:00:00,802,0.4973854708,2.005,0.229
 08/13  10:00:00,976,0.4763505226,2.44,0.196
 08/13  11:00:00,1099,0.4851229238,2.7475,0.218
 08/13  12:00:00,1162,0.4920088383,2.905,0.259
 08/13  13:00:00,1162,0.4883663699,2.905,0.328
 08/13  14:00:00,1098,0.5007823643,2.745,0.374
 08/13  15:00:00,975,0.5337375745,2.4375,0.476
 08/13  16:00:00,801,0.6423728376,2.0025,0.486
 08/13  17:00:00,588,0.8892565185,1.47,0.51
 08/13  18:00:00,350,1.036510226,0.875,0.51
 08/13  19:00:00,108,1.1221168492,0.27,0.457
 08/13  20:00:00,0,1.3318163759,0,0.488
 08/13  21:00:00,0,1.4629335387,0,0.626
 08/13  22:00:00,0,1.1487769013,0,0.596
 08/13  23:00:00,0,0.8497368159,0,0.559
 08/13  24:00:00,0,0.5932618918,0,0.545
 08/14  01:00:00,0,0.4887620446,0,0.551
 08/14  02:00:00,0,0.4430382305,0,0.485
 08/14  03:00:00,0,0.4373468844,0,0.417
 08/14  04:00:00,0,0.430125855,0,0.321
 08/14  05:00:00,0,0.4707999077,0,0.297
 08/14  06:00:00,106,0.5882679067,0.265,0.296
 08/14  07:00:00,348,0.7510515847,0.87,0.291
 08/14  08:00:00,586,0.6330849715,1.465,0.311
 08/14  09:00:00,799,0.4973854708,1.9975,0.332
 08/14  10:00:00,973,0.497018189,2.4325,0.317
 08/14  11:00:00,1096,0.5368814318,2.74,0.315
 08/14  12:00:00,1159,0.7712762768,2.8975,0.326
 08/14  13:00:00,1159,0.9336503656,2.8975,0.282
 08/14  14:00:00,1095,1.1128976269,2.7375,0.284
 08/14  15:00:00,971,1.2858937123,2.4275,0.299
 08/14  16:00:00,797,1.5013159693,1.9925,0.275
 08/14  17:00:00,583,1.8098642317,1.4575,0.251
 08/14  18:00:00,345,1.702765693,0.8625,0.257
 08/14  19:00:00,103,1.694126447,0.2575,0.249
 08/14  20:00:00,0,1.8563410956,0,0.257
 08/14  21:00:00,0,1.8636094344,0,0.316
 08/14  22:00:00,0,1.4886718188,0,0.324
 08/14  23:00:00,0,1.123869094,0,0.386
 08/14  24:00:00,0,0.7267668688,0,0.521
 08/15  01:00:00,0,0.5319551269,0,0.498
 08/15  02:00:00,0,0.4430382305,0,0.591
 08/15  03:00:00,0,0.4373468844,0,0.605
 08/15  04:00:00,0,0.430125855,0,0.619
 08/15  05:00:00,0,0.4707999077,0,0.638
 08/15  06:00:00,102,0.5882679067,0.255,0.61
 08/15  07:00:00,345,0.7510515847,0.8625,0.518
 08/15  08:00:00,583,0.6330849715,1.4575,0.457
 08/15  09:00:00,796,0.4973854708,1.99,0.434
 08/15  10:00:00,970,0.5296264708,2.425,0.432
 08/15  11:00:00,1093,0.6387782807,2.7325,0.439
 08/15  12:00:00,1156,0.8323434962,2.89,0.459
 08/15  13:00:00,1156,1.0297715596,2.89,0.502
 08/15  14:00:00,1091,1.224995984,2.7275,0.539
 08/15  15:00:00,967,1.2158689989,2.4175,0.545
 08/15  16:00:00,792,1.525046842,1.98,0.628
 08/15  17:00:00,578,1.8421452536,1.445,0.687
 08/15  18:00:00,340,1.5801812397,0.85,0.756
 08/15  19:00:00,97,1.5024709934,0.2425,0.869
 08/15  20:00:00,0,1.6496038909,0,0.817
 08/15  21:00:00,0,1.7183399028,0,0.882
 08/15  22:00:00,0,1.3355085464,0,0.88
 08/15  23:00:00,0,0.9811848007,0,0.904
 08/15  24:00:00,0,0.6255935362,0,0.888
 08/16  01:00:00,0,0.4887620446,0,0.912
 08/16  02:00:00,0,0.4430382305,0,0.911
 08/16  03:00:00,0,0.4373468844,0,0.945
 08/16  04:00:00,0,0.430125855,0,0.958
 08/16  05:00:00,0,0.4707999077,0,1.031
 08/16  06:00:00,99,0.5882679067,0.2475,1.03
 08/16  07:00:00,341,0.7510515847,0.8525,1.022
 08/16  08:00:00,579,0.6330849715,1.4475,0.898
 08/16  09:00:00,793,0.4973854708,1.9825,0.859
 08/16  10:00:00,967,0.4763505226,2.4175,0.828
 08/16  11:00:00,1090,0.4851229238,2.725,0.795
 08/16  12:00:00,1153,0.4920088383,2.8825,0.802
 08/16  13:00:00,1153,0.4883663699,2.8825,0.801
 08/16  14:00:00,1088,0.5007823643,2.72,0.799
 08/16  15:00:00,964,0.5487218251,2.41,0.81
 08/16  16:00:00,788,0.7123196149,1.97,0.904
 08/16  17:00:00,573,0.9304521923,1.4325,0.993
 08/16  18:00:00,335,1.0797029846,0.8375,1.001
 08/16  19:00:00,92,1.1198231877,0.23,0.99
 08/16  20:00:00,0,1.3052249431,0,0.918
 08/16  21:00:00,0,1.3894284828,0,0.912
 08/16  22:00:00,0,1.0831571493,0,1.009
 08/16  23:00:00,0,0.8497368159,0,1.063
 08/16  24:00:00,0,0.5932618918,0,1.115
 08/17  01:00:00,0,0.4887620446,0,1.178
 08/17  02:00:00,0,0.4430382305,0,1.189
 08/17  03:00:00,0,0.4373468844,0,1.17
 08/17  04:00:00,0,0.430125855,0,1.187
 08/17  05:00:00,0,0.4707999077,0,1.276
 08/17  06:00:00,95,0.5882679067,0.2375,1.273
 08/17  07:00:00,337,0.7510515847,0.8425,1.277
 08/17  08:00:00,576,0.6330849715,1.44,1.145
 08/17  09:00:00,790,0.4973854708,1.975,1.026
 08/17  10:00:00,964,0.4763505226,2.41,1.001
 08/17  11:00:00,1087,0.4851229238,2.7175,0.988
 08/17  12:00:00,1150,0.4920088383,2.875,0.984
 08/17  13:00:00,1149,0.4883663699,2.8725,0.967
 08/17  14:00:00,1084,0.5007823643,2.71,0.987
 08/17  15:00:00,959,0.584519409,2.3975,1.022
 08/17  16:00:00,783,0.8452185166,1.9575,0.988
 08/17  17:00:00,568,1.1563351474,1.42,0.97
 08/17  18:00:00,329,1.2453297872,0.8225,0.915
 08/17  19:00:00,87,1.2572378464,0.2175,0.894
 08/17  20:00:00,0,1.3596198954,0,0.801
 08/17  21:00:00,0,1.3869835672,0,0.849
 08/17  22:00:00,0,1.0831571493,0,1.042
 08/17  23:00:00,0,0.8497368159,0,1.185
 08/17  24:00:00,0,0.5932618918,0,1.274
 08/18  01:00:00,0,0.4887620446,0,1.318
 08/18  02:00:00,0,0.4430382305,0,1.289
 08/18  03:00:00,0,0.4373468844,0,1.265
 08/18  04:00:00,0,0.430125855,0,1.257
 08/18  05:00:00,0,0.4707999077,0,1.28
 08/18  06:00:00,92,0.5882679067,0.23,1.333
 08/18  07:00:00,334,0.7510515847,0.835,1.275
 08/18  08:00:00,572,0.6330849715,1.43,1.076
 08/18  09:00:00,787,0.4973854708,1.9675,0.912
 08/18  10:00:00,961,0.4763505226,2.4025,0.82
 08/18  11:00:00,1084,0.4851229238,2.71,0.804
 08/18  12:00:00,1147,0.4920088383,2.8675,0.816
 08/18  13:00:00,1146,0.4883663699,2.865,0.753
 08/18  14:00:00,1080,0.5007823643,2.7,0.65
 08/18  15:00:00,955,0.5337375745,2.3875,0.647
 08/18  16:00:00,779,0.71473916,1.9475,0.661
 08/18  17:00:00,563,0.9503479814,1.4075,0.627
 08/18  18:00:00,323,1.0707683642,0.8075,0.528
 08/18  19:00:00,83,1.1106272639,0.2075,0.51
 08/18  20:00:00,0,1.2994062185,0,0.46
 08/18  21:00:00,0,1.3889853169,0,0.462
 08/18  22:00:00,0,1.0831571493,0,0.453
 08/18  23:00:00,0,0.8497368159,0,0.412
 08/18  24:00:00,0,0.5932618918,0,0.392
 08/19  01:00:00,0,0.5115175149,0,0.356
 08/19  02:00:00,0,0.4581926442,0,0.336
 08/19  03:00:00,0,0.4453945051,0,0.321
 08/19  04:00:00,0,0.4453240193,0,0.294
 08/19  05:00:00,0,0.4949453987,0,0.294
 08/19  06:00:00,88,0.6498793523,0.22,0.282
 08/19  07:00:00,330,0.8720722449,0.825,0.285
 08/19  08:00:00,569,0.8204230982,1.4225,0.285
 08/19  09:00:00,783,0.7548302274,1.9575,0.29
 08/19  10:00:00,958,0.764596741,2.395,0.296
 08/19  11:00:00,1081,0.7805537626,2.7025,0.292
 08/19  12:00:00,1144,0.7606781828,2.86,0.303
 08/19  13:00:00,1142,0.7347690921,2.855,0.3
 08/19  14:00:00,1077,0.721320949,2.6925,0.344
 08/19  15:00:00,951,0.7426730276,2.3775,0.367
 08/19  16:00:00,774,0.8453457039,1.935,0.394
 08/19  17:00:00,558,1.0242676365,1.395,0.409
 08/19  18:00:00,318,1.1369129111,0.795,0.449
 08/19  19:00:00,78,1.2314765113,0.195,0.525
 08/19  20:00:00,0,1.4577638758,0,0.518
 08/19  21:00:00,0,1.5965476197,0,0.593
 08/19  22:00:00,0,1.2455164806,0,0.577
 08/19  23:00:00,0,0.9399455995,0,0.541
 08/19  24:00:00,0,0.6318283019,0,0.469
 08/20  01:00:00,0,0.5115175149,0,0.451
 08/20  02:00:00,0,0.4581926442,0,0.44
 08/20  03:00:00,0,0.4453945051,0,0.38
 08/20  04:00:00,0,0.4453240193,0,0.365
 08/20  05:00:00,0,0.4949453987,0,0.393
 08/20  06:00:00,85,0.6498793523,0.2125,0.385
 08/20  07:00:00,326,0.8720722449,0.815,0.385
 08/20  08:00:00,566,0.8204230982,1.415,0.412
 08/20  09:00:00,780,0.7548302274,1.95,0.425
 08/20  10:00:00,955,0.764596741,2.3875,0.457
 08/20  11:00:00,1078,0.7805537626,2.695,0.422
 08/20  12:00:00,1141,0.7606781828,2.8525,0.318
 08/20  13:00:00,1139,0.7347690921,2.8475,0.296
 08/20  14:00:00,1073,0.7584004506,2.6825,0.277
 08/20  15:00:00,947,0.920734233,2.3675,0.228
 08/20  16:00:00,769,1.0959235875,1.9225,0.268
 08/20  17:00:00,553,1.3701658328,1.3825,0.263
 08/20  18:00:00,312,1.4475963794,0.78,0.187
 08/20  19:00:00,73,1.4800868925,0.1825,0.143
 08/20  20:00:00,0,1.6487405024,0,0.106
 08/20  21:00:00,0,1.6765958159,0,0.108
 08/20  22:00:00,0,1.2684585905,0,0.171
 08/20  23:00:00,0,0.9399455995,0,0.175
 08/20  24:00:00,0,0.6318283019,0,0.156
 08/21  01:00:00,0,0.5075704909,0,0.158
 08/21  02:00:00,0,0.4555814057,0,0.187
 08/21  03:00:00,0,0.4440291009,0,0.157
 08/21  04:00:00,0,0.4426528637,0,0.142
 08/21  05:00:00,0,0.4908487061,0,0.123
 08/21  06:00:00,81,0.6392538401,0.2025,0.114
 08/21  07:00:00,322,0.850910883,0.805,0.091
 08/21  08:00:00,562,0.7879857973,1.405,0.09
 08/21  09:00:00,777,0.709799169,1.9425,0.094
 08/21  10:00:00,952,0.7136805117,2.38,0.117
 08/21  11:00:00,1075,0.7280650031,2.6875,0.118
 08/21  12:00:00,1137,0.7128676767,2.8425,0.125
 08/21  13:00:00,1135,0.6911810596,2.8375,0.156
 08/21  14:00:00,1069,0.6821953768,2.6725,0.167
 08/21  15:00:00,942,0.7056140548,2.355,0.14
 08/21  16:00:00,764,0.8094277846,1.91,0.129
 08/21  17:00:00,547,0.9889157063,1.3675,0.139
 08/21  18:00:00,306,1.0892750023,0.765,0.139
 08/21  19:00:00,68,1.1679868241,0.17,0.146
 08/21  20:00:00,0,1.3865511492,0,0.2
 08/21  21:00:00,0,1.5202917404,0,0.289
 08/21  22:00:00,0,1.2172232687,0,0.429
 08/21  23:00:00,0,0.9244107541,0,0.475
 08/21  24:00:00,0,0.6252546188,0,0.524
 08/22  01:00:00,0,0.5075704909,0,0.475
 08/22  02:00:00,0,0.4555814057,0,0.331
 08/22  03:00:00,0,0.4440291009,0,0.293
 08/22  04:00:00,0,0.4426528637,0,0.267
 08/22  05:00:00,0,0.4908487061,0,0.212
 08/22  06:00:00,78,0.6392538401,0.195,0.165
 08/22  07:00:00,319,0.850910883,0.7975,0.127
 08/22  08:00:00,559,0.7879857973,1.3975,0.141
 08/22  09:00:00,774,0.709799169,1.935,0.109
 08/22  10:00:00,948,0.7136805117,2.37,0.174
 08/22  11:00:00,1071,0.7280650031,2.6775,0.126
 08/22  12:00:00,1134,0.7128676767,2.835,0.089
 08/22  13:00:00,1132,0.6911810596,2.83,0.082
 08/22  14:00:00,1065,0.6821953768,2.6625,0.078
 08/22  15:00:00,938,0.7056140548,2.345,0.058
 08/22  16:00:00,759,0.8094277846,1.8975,0.075
 08/22  17:00:00,542,0.9905304519,1.355,0.068
 08/22  18:00:00,300,1.1512920429,0.75,0.078
 08/22  19:00:00,64,1.2089929718,0.16,0.079
 08/22  20:00:00,0,1.4154466845,0,0.081
 08/22  21:00:00,0,1.5202917404,0,0.075
 08/22  22:00:00,0,1.2172232687,0,0.088
 08/22  23:00:00,0,0.9244107541,0,0.078
 08/22  24:00:00,0,0.6252546188,0,0.067
 08/23  01:00:00,0,0.5075704909,0,0.055
 08/23  02:00:00,0,0.4555814057,0,0.036
 08/23  03:00:00,0,0.4440291009,0,0.031
 08/23  04:00:00,0,0.4426528637,0,0.04
 08/23  05:00:00,0,0.4908487061,0,0.051
 08/23  06:00:00,75,0.6392538401,0.1875,0.058
 08/23  07:00:00,315,0.850910883,0.7875,0.076
 08/23  08:00:00,555,0.7879857973,1.3875,0.08
 08/23  09:00:00,770,0.709799169,1.925,0.075
 08/23  10:00:00,945,0.7136805117,2.3625,0.08
 08/23  11:00:00,1068,0.7280650031,2.67,0.067
 08/23  12:00:00,1130,0.7128676767,2.825,0.07
 08/23  13:00:00,1128,0.6911810596,2.82,0.07
 08/23  14:00:00,1061,0.6821953768,2.6525,0.077
 08/23  15:00:00,933,0.7056140548,2.3325,0.105
 08/23  16:00:00,754,0.8094277846,1.885,0.094
 08/23  17:00:00,536,0.9889157063,1.34,0.126
 08/23  18:00:00,294,1.0892750023,0.735,0.109
 08/23  19:00:00,59,1.1679868241,0.1475,0.116
 08/23  20:00:00,0,1.3865511492,0,0.156
 08/23  21:00:00,0,1.5202917404,0,0.177
 08/23  22:00:00,0,1.2172232687,0,0.174
 08/23  23:00:00,0,0.9244107541,0,0.201
 08/23  24:00:00,0,0.6252546188,0,0.249
 08/24  01:00:00,0,0.5075704909,0,0.288
 08/24  02:00:00,0,0.4555814057,0,0.311
 08/24  03:00:00,0,0.4440291009,0,0.323
 08/24  04:00:00,0,0.4426528637,0,0.381
 08/24  05:00:00,0,0.4908487061,0,0.383
 08/24  06:00:00,71,0.6392538401,0.1775,0.44
 08/24  07:00:00,311,0.850910883,0.7775,0.516
 08/24  08:00:00,551,0.7879857973,1.3775,0.497
 08/24  09:00:00,767,0.709799169,1.9175,0.44
 08/24  10:00:00,942,0.7136805117,2.355,0.397
 08/24  11:00:00,1065,0.7280650031,2.6625,0.358
 08/24  12:00:00,1127,0.7128676767,2.8175,0.361
 08/24  13:00:00,1124,0.6911810596,2.81,0.347
 08/24  14:00:00,1056,0.6821953768,2.64,0.408
 08/24  15:00:00,928,0.7056140548,2.32,0.465
 08/24  16:00:00,749,0.8094277846,1.8725,0.509
 08/24  17:00:00,530,0.9889157063,1.325,0.504
 08/24  18:00:00,288,1.0892750023,0.72,0.435
 08/24  19:00:00,55,1.1679868241,0.1375,0.426
 08/24  20:00:00,0,1.3865511492,0,0.51
 08/24  21:00:00,0,1.5202917404,0,0.697
 08/24  22:00:00,0,1.2172232687,0,0.85
 08/24  23:00:00,0,0.9244107541,0,0.833
 08/24  24:00:00,0,0.6252546188,0,0.735
 08/25  01:00:00,0,0.5075704909,0,0.636
 08/25  02:00:00,0,0.4555814057,0,0.491
 08/25  03:00:00,0,0.4440291009,0,0.378
 08/25  04:00:00,0,0.4426528637,0,0.289
 08/25  05:00:00,0,0.4908487061,0,0.211
 08/25  06:00:00,68,0.6392538401,0.17,0.164
 08/25  07:00:00,307,0.850910883,0.7675,0.107
 08/25  08:00:00,548,0.7879857973,1.37,0.05
 08/25  09:00:00,763,0.709799169,1.9075,0.024
 08/25  10:00:00,939,0.7136805117,2.3475,0.023
 08/25  11:00:00,1061,0.7280650031,2.6525,0.024
 08/25  12:00:00,1123,0.7128676767,2.8075,0.023
 08/25  13:00:00,1120,0.6911810596,2.8,0.04
 08/25  14:00:00,1052,0.6821953768,2.63,0.073
 08/25  15:00:00,924,0.7056140548,2.31,0.129
 08/25  16:00:00,744,0.8094277846,1.86,0.216
 08/25  17:00:00,525,0.9889157063,1.3125,0.308
 08/25  18:00:00,282,1.0892750023,0.705,0.425
