Date/Time,ETR (Wh/m^2),Electricity:Facility [kW](Hourly),Normalized Solar Energy [kWh],Normalized SE2
 07/14  21:00:00,0,1.4461998717,0,0.108
 07/14  22:00:00,0,1.2985046809,0,0.147
 07/14  23:00:00,0,0.9248348762,0,0.166
 07/14  24:00:00,0,0.6290723285,0,0.212
 07/15  01:00:00,0,0.5155473692,0,0.26
 07/15  02:00:00,0,0.4579805424,0,0.242
 07/15  03:00:00,0,0.4451824033,0,0.265
 07/15  04:00:00,0,0.4451119175,0,0.291
 07/15  05:00:00,21,0.4942384098,0.0525,0.3
 07/15  06:00:00,209,0.6314270891,0.5225,0.303
 07/15  07:00:00,443,0.8263304843,1.1075,0.3
 07/15  08:00:00,670,0.7801250025,1.675,0.238
 07/15  09:00:00,874,0.7408319505,2.185,0.209
 07/15  10:00:00,1041,0.7566785345,2.6025,0.175
 07/15  11:00:00,1159,0.7726355561,2.8975,0.15
 07/15  12:00:00,1221,0.7527599763,3.0525,0.129
 07/15  13:00:00,1222,0.7591898751,3.055,0.131
 07/15  14:00:00,1162,0.9819129393,2.905,0.168
 07/15  15:00:00,1046,1.2725020516,2.615,0.191
 07/15  16:00:00,881,1.6150039058,2.2025,0.21
 07/15  17:00:00,678,1.9889960571,1.695,0.246
 07/15  18:00:00,451,1.9453000137,1.1275,0.242
 07/15  19:00:00,217,1.907104086,0.5425,0.265
 07/15  20:00:00,25,1.9662556761,0.0625,0.299
 07/15  21:00:00,0,2.0141454675,0,0.301
 07/15  22:00:00,0,1.5992956523,0,0.307
 07/15  23:00:00,0,1.1459412331,0,0.396
 07/15  24:00:00,0,0.7125809248,0,0.52
 07/16  01:00:00,0,0.5155473692,0,0.68
 07/16  02:00:00,0,0.4579805424,0,0.783
 07/16  03:00:00,0,0.4451824033,0,0.774
 07/16  04:00:00,0,0.4451119175,0,0.764
 07/16  05:00:00,20,0.4942384098,0.05,0.775
 07/16  06:00:00,206,0.6314270891,0.515,0.621
 07/16  07:00:00,440,0.8263304843,1.1,0.478
 07/16  08:00:00,667,0.7801250025,1.6675,0.363
 07/16  09:00:00,872,0.7408319505,2.18,0.261
 07/16  10:00:00,1039,0.8348356598,2.5975,0.173
 07/16  11:00:00,1158,0.9204686043,2.895,0.171
 07/16  12:00:00,1220,1.0525168427,3.05,0.187
 07/16  13:00:00,1221,1.1911511145,3.0525,0.172
 07/16  14:00:00,1161,1.2963589317,2.9025,0.191
 07/16  15:00:00,1045,1.3979964754,2.6125,0.184
 07/16  16:00:00,879,1.4832175363,2.1975,0.179
 07/16  17:00:00,676,1.6872612684,1.69,0.17
 07/16  18:00:00,449,1.7034227409,1.1225,0.197
 07/16  19:00:00,215,1.6719515391,0.5375,0.242
 07/16  20:00:00,24,1.7860506725,0.06,0.25
 07/16  21:00:00,0,1.9020993394,0,0.252
 07/16  22:00:00,0,1.5593794447,0,0.256
 07/16  23:00:00,0,1.1218607735,0,0.349
 07/16  24:00:00,0,0.6983589063,0,0.423
 07/17  01:00:00,0,0.5116003451,0,0.472
 07/17  02:00:00,0,0.455369304,0,0.479
 07/17  03:00:00,0,0.4438169991,0,0.412
 07/17  04:00:00,0,0.4424407619,0,0.397
 07/17  05:00:00,19,0.4901417172,0.0475,0.366
 07/17  06:00:00,204,0.6208015769,0.51,0.289
 07/17  07:00:00,438,0.8051691224,1.095,0.158
 07/17  08:00:00,665,0.7476877016,1.6625,0.089
 07/17  09:00:00,870,0.695800892,2.175,0.069
 07/17  10:00:00,1037,0.7057623052,2.5925,0.102
 07/17  11:00:00,1156,0.7201467966,2.89,0.117
 07/17  12:00:00,1218,0.8186672839,3.045,0.185
 07/17  13:00:00,1220,0.908840553,3.05,0.285
 07/17  14:00:00,1160,1.0087506435,2.9,0.364
 07/17  15:00:00,1043,1.1400849807,2.6075,0.389
 07/17  16:00:00,878,1.3294225209,2.195,0.395
 07/17  17:00:00,674,1.673151761,1.685,0.423
 07/17  18:00:00,447,1.6960101313,1.1175,0.422
 07/17  19:00:00,213,1.7042430291,0.5325,0.413
 07/17  20:00:00,22,1.820045258,0.055,0.406
 07/17  21:00:00,0,1.9250986805,0,0.413
 07/17  22:00:00,0,1.5722084423,0,0.434
 07/17  23:00:00,0,1.1677506821,0,0.399
 07/17  24:00:00,0,0.7642120927,0,0.332
 07/18  01:00:00,0,0.5828999515,0,0.315
 07/18  02:00:00,0,0.455369304,0,0.358
 07/18  03:00:00,0,0.4438169991,0,0.326
 07/18  04:00:00,0,0.4424407619,0,0.295
 07/18  05:00:00,18,0.4901417172,0.045,0.266
 07/18  06:00:00,201,0.6208015769,0.5025,0.205
 07/18  07:00:00,435,0.8051691224,1.0875,0.174
 07/18  08:00:00,663,0.7476877016,1.6575,0.162
 07/18  09:00:00,868,0.6961841967,2.17,0.146
 07/18  10:00:00,1035,0.9215876914,2.5875,0.136
 07/18  11:00:00,1155,1.0071200216,2.8875,0.114
 07/18  12:00:00,1217,1.1184895778,3.0425,0.111
 07/18  13:00:00,1218,1.2410053859,3.045,0.118
 07/18  14:00:00,1159,1.3929667194,2.8975,0.13
 07/18  15:00:00,1042,1.6211046661,2.605,0.165
 07/18  16:00:00,876,1.8442631306,2.19,0.153
 07/18  17:00:00,673,2.1604266251,1.6825,0.12
 07/18  18:00:00,445,2.0725842193,1.1125,0.139
 07/18  19:00:00,210,1.9821906979,0.525,0.159
 07/18  20:00:00,21,2.0219316489,0.0525,0.194
 07/18  21:00:00,0,2.0684169521,0,0.214
 07/18  22:00:00,0,1.6690605816,0,0.273
 07/18  23:00:00,0,1.2019110481,0,0.328
 07/18  24:00:00,0,0.7428724067,0,0.385
 07/19  01:00:00,0,0.5128776602,0,0.481
 07/19  02:00:00,0,0.455369304,0,0.548
 07/19  03:00:00,0,0.4438169991,0,0.587
 07/19  04:00:00,0,0.4424407619,0,0.639
 07/19  05:00:00,16,0.4901417172,0.04,0.604
 07/19  06:00:00,198,0.6208015769,0.495,0.519
 07/19  07:00:00,432,0.8051691224,1.08,0.357
 07/19  08:00:00,660,0.7476877016,1.65,0.258
 07/19  09:00:00,866,0.695800892,2.165,0.268
 07/19  10:00:00,1034,0.945349362,2.585,0.269
 07/19  11:00:00,1153,1.0545149838,2.8825,0.277
 07/19  12:00:00,1215,1.2368874326,3.0375,0.334
 07/19  13:00:00,1217,1.4684576067,3.0425,0.449
 07/19  14:00:00,1157,1.6789023714,2.8925,0.39
 07/19  15:00:00,1040,1.9641447396,2.6,0.428
 07/19  16:00:00,874,2.1979032537,2.185,0.433
 07/19  17:00:00,671,2.3753806079,1.6775,0.449
 07/19  18:00:00,443,2.116080547,1.1075,0.417
 07/19  19:00:00,208,1.9039164456,0.52,0.439
 07/19  20:00:00,20,1.9385334009,0.05,0.459
 07/19  21:00:00,0,1.9813178589,0,0.416
 07/19  22:00:00,0,1.5935238136,0,0.445
 07/19  23:00:00,0,1.1308761371,0,0.551
 07/19  24:00:00,0,0.6877252641,0,0.66
 07/20  01:00:00,0,0.5116003451,0,0.682
 07/20  02:00:00,0,0.455369304,0,0.649
 07/20  03:00:00,0,0.4438169991,0,0.599
 07/20  04:00:00,0,0.4424407619,0,0.508
 07/20  05:00:00,15,0.4901417172,0.0375,0.426
 07/20  06:00:00,195,0.6208015769,0.4875,0.302
 07/20  07:00:00,430,0.8051691224,1.075,0.146
 07/20  08:00:00,658,0.7476877016,1.645,0.051
 07/20  09:00:00,863,0.695800892,2.1575,0.026
 07/20  10:00:00,1032,0.7420592504,2.58,0.028
 07/20  11:00:00,1151,0.8311959973,2.8775,0.042
 07/20  12:00:00,1214,1.0178243596,3.035,0.026
 07/20  13:00:00,1216,1.1957455899,3.04,0.025
 07/20  14:00:00,1156,1.4052865863,2.89,0.031
 07/20  15:00:00,1039,1.6981545646,2.5975,0.032
 07/20  16:00:00,873,1.9657065417,2.1825,0.045
 07/20  17:00:00,669,2.3157482892,1.6725,0.05
 07/20  18:00:00,441,2.1771129466,1.1025,0.055
 07/20  19:00:00,205,2.0672074433,0.5125,0.053
 07/20  20:00:00,19,2.1320526693,0.0475,0.042
 07/20  21:00:00,0,2.1909450993,0,0.039
 07/20  22:00:00,0,1.8018135392,0,0.068
 07/20  23:00:00,0,1.3387446754,0,0.115
 07/20  24:00:00,0,0.8842269296,0,0.108
 07/21  01:00:00,0,0.6523280694,0,0.105
 07/21  02:00:00,0,0.5160660696,0,0.093
 07/21  03:00:00,0,0.4438169991,0,0.049
 07/21  04:00:00,0,0.4424407619,0,0.047
 07/21  05:00:00,14,0.4901417172,0.035,0.03
 07/21  06:00:00,192,0.6208015769,0.48,0.015
 07/21  07:00:00,427,0.8057899695,1.0675,0.01
 07/21  08:00:00,656,0.8328207716,1.64,0.008
 07/21  09:00:00,861,0.9279796739,2.1525,0.008
 07/21  10:00:00,1030,1.319288222,2.575,0.01
 07/21  11:00:00,1150,1.3593385044,2.875,0.028
 07/21  12:00:00,1212,1.5325499376,3.03,0.044
 07/21  13:00:00,1214,1.7382649166,3.035,0.045
 07/21  14:00:00,1154,1.7426067246,2.885,0.052
 07/21  15:00:00,1037,1.7175025599,2.5925,0.066
 07/21  16:00:00,871,1.7660723621,2.1775,0.057
 07/21  17:00:00,666,1.9627394665,1.665,0.053
 07/21  18:00:00,438,1.9161563387,1.095,0.054
 07/21  19:00:00,203,1.8292550677,0.5075,0.072
 07/21  20:00:00,18,1.9086957896,0.045,0.085
 07/21  21:00:00,0,1.9993660914,0,0.113
 07/21  22:00:00,0,1.6438923208,0,0.177
 07/21  23:00:00,0,1.1893226575,0,0.24
 07/21  24:00:00,0,0.7407490124,0,0.267
 07/22  01:00:00,0,0.5201691478,0,0.279
 07/22  02:00:00,0,0.4579805424,0,0.256
 07/22  03:00:00,0,0.4451824033,0,0.226
 07/22  04:00:00,0,0.4451119175,0,0.188
 07/22  05:00:00,13,0.4942384098,0.0325,0.126
 07/22  06:00:00,188,0.6314270891,0.47,0.062
 07/22  07:00:00,424,0.8263304843,1.06,0.028
 07/22  08:00:00,653,0.7801250025,1.6325,0.011
 07/22  09:00:00,859,0.7408319505,2.1475,0.02
 07/22  10:00:00,1028,0.7566785345,2.57,0.049
 07/22  11:00:00,1148,0.7726355561,2.87,0.071
 07/22  12:00:00,1211,0.7527599763,3.0275,0.081
 07/22  13:00:00,1213,0.7268508856,3.0325,0.072
 07/22  14:00:00,1153,0.7134027425,2.8825,0.091
 07/22  15:00:00,1035,0.8285423413,2.5875,0.089
 07/22  16:00:00,869,1.0011851071,2.1725,0.075
 07/22  17:00:00,664,1.1632725344,1.66,0.08
 07/22  18:00:00,436,1.2622531317,1.09,0.086
 07/22  19:00:00,200,1.2433220677,0.5,0.084
 07/22  20:00:00,17,1.3557321068,0.0425,0.088
 07/22  21:00:00,0,1.4818067292,0,0.133
 07/22  22:00:00,0,1.2486272522,0,0.223
 07/22  23:00:00,0,0.9403697216,0,0.349
 07/22  24:00:00,0,0.6356460115,0,0.352
 07/23  01:00:00,0,0.5155473692,0,0.305
 07/23  02:00:00,0,0.4579805424,0,0.271
 07/23  03:00:00,0,0.4463524236,0,0.259
 07/23  04:00:00,0,0.4566535675,0,0.228
 07/23  05:00:00,12,0.5102294956,0.03,0.218
 07/23  06:00:00,185,0.652581197,0.4625,0.175
 07/23  07:00:00,421,0.8390698899,1.0525,0.132
 07/23  08:00:00,650,0.7871418339,1.625,0.092
 07/23  09:00:00,857,0.7408319505,2.1425,0.05
 07/23  10:00:00,1026,0.7566785345,2.565,0.026
 07/23  11:00:00,1146,0.7726355561,2.865,0.042
 07/23  12:00:00,1209,0.7527599763,3.0225,0.048
 07/23  13:00:00,1211,0.7268508856,3.0275,0.057
 07/23  14:00:00,1151,0.7134027425,2.8775,0.056
 07/23  15:00:00,1034,0.7347548212,2.585,0.05
 07/23  16:00:00,867,0.8648942726,2.1675,0.043
 07/23  17:00:00,662,1.1714697336,1.655,0.037
 07/23  18:00:00,433,1.3155192939,1.0825,0.03
 07/23  19:00:00,197,1.3623371196,0.4925,0.03
 07/23  20:00:00,15,1.5030546732,0.0375,0.037
 07/23  21:00:00,0,1.6153551179,0,0.054
 07/23  22:00:00,0,1.2674679077,0,0.094
 07/23  23:00:00,0,0.9403697216,0,0.134
 07/23  24:00:00,0,0.6356460115,0,0.133
 07/24  01:00:00,0,0.5116003451,0,0.121
 07/24  02:00:00,0,0.455369304,0,0.11
 07/24  03:00:00,0,0.4438169991,0,0.124
 07/24  04:00:00,0,0.4424407619,0,0.119
 07/24  05:00:00,11,0.4901417172,0.0275,0.107
 07/24  06:00:00,182,0.6235288687,0.455,0.095
 07/24  07:00:00,418,0.8051691224,1.045,0.063
 07/24  08:00:00,648,0.7476877016,1.62,0.023
 07/24  09:00:00,855,0.695800892,2.1375,0.006
 07/24  10:00:00,1024,0.7057623052,2.56,0.007
 07/24  11:00:00,1144,0.7201467966,2.86,0.015
 07/24  12:00:00,1208,0.7049494702,3.02,0.019
 07/24  13:00:00,1209,0.6832628531,3.0225,0.015
 07/24  14:00:00,1149,0.6787143768,2.8725,0.016
 07/24  15:00:00,1032,0.7855186086,2.58,0.02
 07/24  16:00:00,865,1.075018516,2.1625,0.031
 07/24  17:00:00,659,1.3754465427,1.6475,0.061
 07/24  18:00:00,430,1.4362473444,1.075,0.09
 07/24  19:00:00,194,1.4336535994,0.485,0.13
 07/24  20:00:00,14,1.5733263944,0.035,0.154
 07/24  21:00:00,0,1.7035858799,0,0.18
 07/24  22:00:00,0,1.3851852274,0,0.397
 07/24  23:00:00,0,0.9509097294,0,0.265
 07/24  24:00:00,0,0.6290723285,0,0.164
 07/25  01:00:00,0,0.5116003451,0,0.083
 07/25  02:00:00,0,0.455369304,0,0.059
 07/25  03:00:00,0,0.4438169991,0,0.031
 07/25  04:00:00,0,0.4424407619,0,0.017
 07/25  05:00:00,10,0.4901417172,0.025,0.021
 07/25  06:00:00,179,0.6208015769,0.4475,0.028
 07/25  07:00:00,415,0.8051691224,1.0375,0.033
 07/25  08:00:00,645,0.7476877016,1.6125,0.03
 07/25  09:00:00,852,0.695800892,2.13,0.014
 07/25  10:00:00,1022,0.7057623052,2.555,0.005
 07/25  11:00:00,1142,0.7201467966,2.855,0.002
 07/25  12:00:00,1206,0.7049494702,3.015,0.003
 07/25  13:00:00,1208,0.6832628531,3.02,0.007
 07/25  14:00:00,1147,0.6742771703,2.8675,0.032
 07/25  15:00:00,1030,0.6976958483,2.575,0.05
 07/25  16:00:00,862,0.8010146808,2.155,0.063
 07/25  17:00:00,657,0.9698271498,1.6425,0.223
 07/25  18:00:00,427,1.0770254871,1.0675,0.194
 07/25  19:00:00,190,1.1473940764,0.475,0.121
 07/25  20:00:00,13,1.3369497563,0.0325,0.143
 07/25  21:00:00,0,1.5000330557,0,0.096
 07/25  22:00:00,0,1.2203340403,0,0.045
 07/25  23:00:00,0,0.9248348762,0,0.045
 07/25  24:00:00,0,0.6290723285,0,0.036
 07/26  01:00:00,0,0.5116003451,0,0.039
 07/26  02:00:00,0,0.455369304,0,0.05
 07/26  03:00:00,0,0.4438169991,0,0.039
 07/26  04:00:00,0,0.4424407619,0,0.022
 07/26  05:00:00,9,0.4901417172,0.0225,0.012
 07/26  06:00:00,175,0.6209160107,0.4375,0.014
 07/26  07:00:00,412,0.8051691224,1.03,0.009
 07/26  08:00:00,643,0.7476877016,1.6075,0.006
 07/26  09:00:00,850,0.695800892,2.125,0.004
 07/26  10:00:00,1020,0.7057623052,2.55,0.012
 07/26  11:00:00,1141,0.7201467966,2.8525,0.046
 07/26  12:00:00,1204,0.7049494702,3.01,0.085
 07/26  13:00:00,1206,0.6832628531,3.015,0.113
 07/26  14:00:00,1146,0.6742771703,2.865,0.149
 07/26  15:00:00,1028,0.6976958483,2.57,0.193
 07/26  16:00:00,860,0.8010146808,2.15,0.199
 07/26  17:00:00,654,0.9698271498,1.635,0.229
 07/26  18:00:00,424,1.0504616211,1.06,0.204
 07/26  19:00:00,187,1.0872492901,0.4675,0.162
 07/26  20:00:00,12,1.2723733295,0.03,0.165
 07/26  21:00:00,0,1.4461998717,0,0.221
 07/26  22:00:00,0,1.2203340403,0,0.315
 07/26  23:00:00,0,0.9248348762,0,0.353
 07/26  24:00:00,0,0.6290723285,0,0.447
 07/27  01:00:00,0,0.5126166217,0,0.414
 07/27  02:00:00,0,0.4676083498,0,0.386
 07/27  03:00:00,0,0.4700610838,0,0.394
 07/27  04:00:00,0,0.4825903025,0,0.363
 07/27  05:00:00,8,0.5342456435,0.02,0.341
 07/27  06:00:00,172,0.6694014884,0.43,0.308
 07/27  07:00:00,409,0.8422629214,1.0225,0.219
 07/27  08:00:00,640,0.776627921,1.6,0.164
 07/27  09:00:00,848,0.7120378501,2.12,0.163
 07/27  10:00:00,1018,0.7114804436,2.545,0.108
 07/27  11:00:00,1139,0.7201467966,2.8475,0.134
 07/27  12:00:00,1202,0.7049494702,3.005,0.186
 07/27  13:00:00,1204,0.6832628531,3.01,0.242
 07/27  14:00:00,1144,0.6742771703,2.86,0.332
 07/27  15:00:00,1026,0.6976958483,2.565,0.382
 07/27  16:00:00,858,0.8010146808,2.145,0.429
 07/27  17:00:00,652,0.9698271498,1.63,0.576
 07/27  18:00:00,421,1.0504616211,1.0525,0.56
 07/27  19:00:00,184,1.0872492901,0.46,0.468
 07/27  20:00:00,11,1.2723733295,0.0275,0.473
 07/27  21:00:00,0,1.4461998717,0,0.379
 07/27  22:00:00,0,1.2203340403,0,0.42
 07/27  23:00:00,0,0.9248348762,0,0.476
 07/27  24:00:00,0,0.6290723285,0,0.464
 07/28  01:00:00,0,0.5132319607,0,0.466
 07/28  02:00:00,0,0.4700093638,0,0.475
 07/28  03:00:00,0,0.4763673882,0,0.464
 07/28  04:00:00,0,0.4909580125,0,0.486
 07/28  05:00:00,7,0.5444173681,0.0175,0.494
 07/28  06:00:00,169,0.6788180916,0.4225,0.465
 07/28  07:00:00,406,0.8492458255,1.015,0.364
 07/28  08:00:00,637,0.7794218975,1.5925,0.384
 07/28  09:00:00,845,0.7113725627,2.1125,0.355
 07/28  10:00:00,1016,0.7057623052,2.54,0.337
 07/28  11:00:00,1137,0.7201467966,2.8425,0.29
 07/28  12:00:00,1200,0.7049494702,3,0.248
 07/28  13:00:00,1202,0.6832628531,3.005,0.209
 07/28  14:00:00,1142,0.6742771703,2.855,0.196
 07/28  15:00:00,1023,0.6976958483,2.5575,0.201
 07/28  16:00:00,855,0.8010146808,2.1375,0.195
 07/28  17:00:00,649,1.0338863558,1.6225,0.187
 07/28  18:00:00,418,1.0740414647,1.045,0.166
 07/28  19:00:00,180,1.0872492901,0.45,0.139
 07/28  20:00:00,10,1.2723733295,0.025,0.096
 07/28  21:00:00,0,1.4461998717,0,0.103
 07/28  22:00:00,0,1.2203340403,0,0.151
 07/28  23:00:00,0,0.9248348762,0,0.228
 07/28  24:00:00,0,0.6290723285,0,0.303
 07/29  01:00:00,0,0.5155473692,0,0.364
 07/29  02:00:00,0,0.4579805424,0,0.317
 07/29  03:00:00,0,0.4451824033,0,0.307
 07/29  04:00:00,0,0.4451119175,0,0.277
 07/29  05:00:00,6,0.4945323939,0.015,0.265
 07/29  06:00:00,165,0.6330866786,0.4125,0.286
 07/29  07:00:00,403,0.8263304843,1.0075,0.19
 07/29  08:00:00,634,0.7801250025,1.585,0.123
 07/29  09:00:00,843,0.7408319505,2.1075,0.116
 07/29  10:00:00,1013,0.7566785345,2.5325,0.185
 07/29  11:00:00,1135,0.7726355561,2.8375,0.264
 07/29  12:00:00,1198,0.7527599763,2.995,0.298
 07/29  13:00:00,1200,0.7268508856,3,0.362
 07/29  14:00:00,1140,0.7134027425,2.85,0.421
 07/29  15:00:00,1021,0.7347548212,2.5525,0.564
 07/29  16:00:00,853,0.8369326001,2.1325,0.473
 07/29  17:00:00,646,1.0146264046,1.615,0.4
 07/29  18:00:00,415,1.1523566484,1.0375,0.378
 07/29  19:00:00,176,1.1935389541,0.44,0.359
 07/29  20:00:00,9,1.3697530467,0.0225,0.308
 07/29  21:00:00,0,1.5291875467,0,0.319
 07/29  22:00:00,0,1.2486272522,0,0.389
 07/29  23:00:00,0,0.9403697216,0,0.416
 07/29  24:00:00,0,0.6356460115,0,0.418
 07/30  01:00:00,0,0.5155473692,0,0.315
 07/30  02:00:00,0,0.4579805424,0,0.244
 07/30  03:00:00,0,0.4451824033,0,0.187
 07/30  04:00:00,0,0.4451119175,0,0.132
 07/30  05:00:00,5,0.4942384098,0.0125,0.08
 07/30  06:00:00,162,0.6314270891,0.405,0.044
 07/30  07:00:00,400,0.8263304843,1,0.036
 07/30  08:00:00,632,0.7801250025,1.58,0.034
 07/30  09:00:00,840,0.7408319505,2.1,0.031
 07/30  10:00:00,1011,0.7566785345,2.5275,0.03
 07/30  11:00:00,1133,0.7726355561,2.8325,0.033
 07/30  12:00:00,1196,0.7527599763,2.99,0.06
 07/30  13:00:00,1198,0.7268508856,2.995,0.068
 07/30  14:00:00,1137,0.7134027425,2.8425,0.067
 07/30  15:00:00,1019,0.7347548212,2.5475,0.079
 07/30  16:00:00,850,0.8369326001,2.125,0.113
 07/30  17:00:00,643,1.0051790801,1.6075,0.143
 07/30  18:00:00,411,1.107179401,1.0275,0.142
 07/30  19:00:00,172,1.1726212772,0.43,0.143
 07/30  20:00:00,8,1.3430562404,0.02,0.151
 07/30  21:00:00,0,1.4818067292,0,0.174
 07/30  22:00:00,0,1.2486272522,0,0.208
 07/30  23:00:00,0,0.9403697216,0,0.207
 07/30  24:00:00,0,0.6356460115,0,0.155
 07/31  01:00:00,0,0.5116003451,0,0.139
 07/31  02:00:00,0,0.455369304,0,0.103
 07/31  03:00:00,0,0.4438169991,0,0.087
 07/31  04:00:00,0,0.4424407619,0,0.091
 07/31  05:00:00,5,0.4901417172,0.0125,0.061
 07/31  06:00:00,158,0.6223708211,0.395,0.067
 07/31  07:00:00,397,0.8051691224,0.9925,0.083
 07/31  08:00:00,629,0.7476877016,1.5725,0.084
 07/31  09:00:00,838,0.695800892,2.095,0.084
 07/31  10:00:00,1009,0.7057623052,2.5225,0.095
 07/31  11:00:00,1131,0.7201467966,2.8275,0.145
 07/31  12:00:00,1194,0.7049494702,2.985,0.187
 07/31  13:00:00,1196,0.6832628531,2.99,0.226
 07/31  14:00:00,1135,0.6742771703,2.8375,0.272
 07/31  15:00:00,1016,0.7257534825,2.54,0.25
 07/31  16:00:00,847,0.9857594761,2.1175,0.304
 07/31  17:00:00,639,1.4073717439,1.5975,0.215
 07/31  18:00:00,408,1.4903921327,1.02,0.203
 07/31  19:00:00,168,1.5324849634,0.42,0.127
 07/31  20:00:00,7,1.6943106543,0.0175,0.1
 07/31  21:00:00,0,1.8241121029,0,0.089
 07/31  22:00:00,0,1.4816853356,0,0.14
 07/31  23:00:00,0,1.0500695338,0,0.173
 07/31  24:00:00,0,0.6290723285,0,0.18
 08/01  01:00:00,0,0.5075704909,0,0.191
 08/01  02:00:00,0,0.4555814057,0,0.163
 08/01  03:00:00,0,0.4440291009,0,0.121
 08/01  04:00:00,0,0.4426528637,0,0.128
 08/01  05:00:00,4,0.4908487061,0.01,0.098
 08/01  06:00:00,155,0.6392538401,0.3875,0.107
 08/01  07:00:00,393,0.850910883,0.9825,0.128
 08/01  08:00:00,626,0.7879857973,1.565,0.112
 08/01  09:00:00,835,0.709799169,2.0875,0.119
 08/01  10:00:00,1007,0.7136805117,2.5175,0.153
 08/01  11:00:00,1128,0.7280650031,2.82,0.171
 08/01  12:00:00,1192,0.7128676767,2.98,0.227
 08/01  13:00:00,1194,0.6911810596,2.985,0.25
 08/01  14:00:00,1133,0.6821953768,2.8325,0.275
 08/01  15:00:00,1013,0.7056140548,2.5325,0.284
 08/01  16:00:00,844,0.8094277846,2.11,0.324
 08/01  17:00:00,636,0.9889157063,1.59,0.34
 08/01  18:00:00,404,1.1200786385,1.01,0.37
 08/01  19:00:00,164,1.1831622806,0.41,0.302
 08/01  20:00:00,6,1.3865511492,0.015,0.323
 08/01  21:00:00,0,1.5202917404,0,0.262
 08/01  22:00:00,0,1.2172232687,0,0.335
 08/01  23:00:00,0,0.9244107541,0,0.326
 08/01  24:00:00,0,0.6252546188,0,0.371
 08/02  01:00:00,0,0.5075704909,0,0.386
 08/02  02:00:00,0,0.4555814057,0,0.38
 08/02  03:00:00,0,0.4440291009,0,0.36
 08/02  04:00:00,0,0.4426528637,0,0.374
 08/02  05:00:00,3,0.4908487061,0.0075,0.377
 08/02  06:00:00,151,0.6392538401,0.3775,0.323
 08/02  07:00:00,390,0.850910883,0.975,0.185
 08/02  08:00:00,623,0.7879857973,1.5575,0.106
 08/02  09:00:00,833,0.709799169,2.0825,0.08
 08/02  10:00:00,1004,0.7136805117,2.51,0.104
 08/02  11:00:00,1126,0.7280650031,2.815,0.147
 08/02  12:00:00,1190,0.7128676767,2.975,0.173
 08/02  13:00:00,1191,0.6911810596,2.9775,0.212
 08/02  14:00:00,1130,0.6821953768,2.825,0.249
 08/02  15:00:00,1011,0.7056140548,2.5275,0.235
 08/02  16:00:00,841,0.8094277846,2.1025,0.232
 08/02  17:00:00,633,0.9889157063,1.5825,0.206
 08/02  18:00:00,400,1.0892750023,1,0.176
 08/02  19:00:00,160,1.1679868241,0.4,0.163
 08/02  20:00:00,5,1.3865511492,0.0125,0.12
 08/02  21:00:00,0,1.5202917404,0,0.125
 08/02  22:00:00,0,1.2172232687,0,0.204
 08/02  23:00:00,0,0.9244107541,0,0.174
 08/02  24:00:00,0,0.6252546188,0,0.142
 08/03  01:00:00,0,0.5075704909,0,0.161
 08/03  02:00:00,0,0.4555814057,0,0.167
 08/03  03:00:00,0,0.4440291009,0,0.113
 08/03  04:00:00,0,0.4426528637,0,0.103
 08/03  05:00:00,3,0.4908487061,0.0075,0.086
 08/03  06:00:00,147,0.6392538401,0.3675,0.069
 08/03  07:00:00,387,0.850910883,0.9675,0.067
 08/03  08:00:00,620,0.7879857973,1.55,0.037
 08/03  09:00:00,830,0.709799169,2.075,0.027
 08/03  10:00:00,1002,0.7136805117,2.505,0.039
 08/03  11:00:00,1124,0.7280650031,2.81,0.067
 08/03  12:00:00,1188,0.7128676767,2.97,0.078
 08/03  13:00:00,1189,0.6911810596,2.9725,0.106
 08/03  14:00:00,1128,0.6821953768,2.82,0.145
 08/03  15:00:00,1008,0.7056140548,2.52,0.193
 08/03  16:00:00,838,0.8094277846,2.095,0.275
 08/03  17:00:00,629,1.0059597759,1.5725,0.347
 08/03  18:00:00,396,1.1734261899,0.99,0.2
 08/03  19:00:00,156,1.2966383489,0.39,0.186
 08/03  20:00:00,4,1.4777242514,0.01,0.202
 08/03  21:00:00,0,1.5537939511,0,0.178
 08/03  22:00:00,0,1.2172232687,0,0.184
 08/03  23:00:00,0,0.9244107541,0,0.27
 08/03  24:00:00,0,0.6252546188,0,0.334
 08/04  01:00:00,0,0.5075704909,0,0.375
 08/04  02:00:00,0,0.4555814057,0,0.366
 08/04  03:00:00,0,0.4440291009,0,0.314
 08/04  04:00:00,0,0.4426528637,0,0.312
 08/04  05:00:00,2,0.4908487061,0.005,0.247
 08/04  06:00:00,144,0.6392538401,0.36,0.233
 08/04  07:00:00,383,0.850910883,0.9575,0.175
 08/04  08:00:00,617,0.7879857973,1.5425,0.115
 08/04  09:00:00,827,0.709799169,2.0675,0.076
 08/04  10:00:00,999,0.7136805117,2.4975,0.071
 08/04  11:00:00,1122,0.7280650031,2.805,0.081
 08/04  12:00:00,1186,0.7128676767,2.965,0.113
 08/04  13:00:00,1187,0.6911810596,2.9675,0.13
 08/04  14:00:00,1125,0.6821953768,2.8125,0.148
 08/04  15:00:00,1005,0.7340804675,2.5125,0.168
 08/04  16:00:00,835,1.0100800944,2.0875,0.166
 08/04  17:00:00,625,1.3800100413,1.5625,0.132
